#"Time","Internet traffic data (in bits) from an ISP. Aggregated traffic in the United Kingdom academic network backbone. It was collected between 19 November 2004, at 09:30 hours and 27 January 2005, at 11:11 hours. Data collected at five minute intervals."
"2004-11-19 09:30:00",4838.6653764143
"2004-11-19 09:35:00",4845.17660886383
"2004-11-19 09:40:00",5157.99566038366
"2004-11-19 09:45:00",5637.87553691444
"2004-11-19 09:50:00",5520.68984027836
"2004-11-19 09:55:00",5626.3374553168
"2004-11-19 10:00:00",5350.54601579701
"2004-11-19 10:05:00",5356.98340890114
"2004-11-19 10:10:00",5385.81381165372
"2004-11-19 10:15:00",5403.90580523122
"2004-11-19 10:20:00",5666.34777146069
"2004-11-19 10:25:00",5764.14155813563
"2004-11-19 10:30:00",5902.47446148357
"2004-11-19 10:35:00",6012.85931534702
"2004-11-19 10:40:00",5829.67892047338
"2004-11-19 10:45:00",5852.24496949652
"2004-11-19 10:50:00",6185.1597753208
"2004-11-19 10:55:00",5927.10656728111
"2004-11-19 11:00:00",5855.69496876277
"2004-11-19 11:05:00",5866.18026696542
"2004-11-19 11:10:00",5905.20579645915
"2004-11-19 11:15:00",5848.8874044576
"2004-11-19 11:20:00",6016.6602885296
"2004-11-19 11:25:00",5936.5965039952
"2004-11-19 11:30:00",6169.6969458664
"2004-11-19 11:35:00",6313.1593401952
"2004-11-19 11:40:00",6264.7375286424
"2004-11-19 11:45:00",6385.849156876
"2004-11-19 11:50:00",6478.0621010696
"2004-11-19 11:55:00",6524.3445051768
"2004-11-19 12:00:00",6620.1799823888
"2004-11-19 12:05:00",6438.3931967424
"2004-11-19 12:10:00",6513.4655954984
"2004-11-19 12:15:00",6443.06567061456
"2004-11-19 12:20:00",6531.1940048648
"2004-11-19 12:25:00",6571.11827239744
"2004-11-19 12:30:00",6545.4681150472
"2004-11-19 12:35:00",6418.9726085384
"2004-11-19 12:40:00",6693.8845744328
"2004-11-19 12:45:00",6601.721613124
"2004-11-19 12:50:00",6524.8672543008
"2004-11-19 12:55:00",6446.8374083744
"2004-11-19 13:00:00",6550.3874373432
"2004-11-19 13:05:00",6263.4612976544
"2004-11-19 13:10:00",6315.6215071688
"2004-11-19 13:15:00",6299.6695557668
"2004-11-19 13:20:00",6317.6471638816
"2004-11-19 13:25:00",6362.2409671736
"2004-11-19 13:30:00",6664.3041333896
"2004-11-19 13:35:00",6437.5583155576
"2004-11-19 13:40:00",6594.327789044
"2004-11-19 13:45:00",6543.16893177624
"2004-11-19 13:50:00",6557.973944784
"2004-11-19 13:55:00",6575.6892330552
"2004-11-19 14:00:00",6654.1072002584
"2004-11-19 14:05:00",6552.57931288456
"2004-11-19 14:10:00",6814.2376318232
"2004-11-19 14:15:00",6714.2792495504
"2004-11-19 14:20:00",6928.0670624112
"2004-11-19 14:25:00",6824.4666100304
"2004-11-19 14:30:00",6926.02614667094
"2004-11-19 14:35:00",6919.6050771888
"2004-11-19 14:40:00",7061.9439546936
"2004-11-19 14:45:00",6862.1932284856
"2004-11-19 14:50:00",6880.2078249848
"2004-11-19 14:55:00",6746.610057772
"2004-11-19 15:00:00",6719.17695042
"2004-11-19 15:05:00",6672.82606648216
"2004-11-19 15:10:00",6701.449891504
"2004-11-19 15:15:00",6562.5344088568
"2004-11-19 15:20:00",6516.6926300768
"2004-11-19 15:25:00",6534.14167083768
"2004-11-19 15:30:00",6644.5322615952
"2004-11-19 15:35:00",6505.4104600008
"2004-11-19 15:40:00",6563.2023590176
"2004-11-19 15:45:00",6339.70650269752
"2004-11-19 15:50:00",6294.198949948
"2004-11-19 15:55:00",6381.65084965728
